Date,AAI US Equity,AAL US Equity,ALGT US Equity,ALK US Equity,ANS US Equity,AWAQC US Equity,DAL US Equity,FRNTQ US Equity,FRNTQ US Equity,GLUX US Equity,HA US Equity,JBLU US Equity,LCC US Equity,LUV US Equity,MEH US Equity,MESA US Equity,NWA US Equity,SAVE US Equity,SKYW US Equity,UAL US Equity,RHWI US Equity,XJT US Equity,VA US Equity
2004-10-05,10.15,#N/A,#N/A,6.2075,4.15,#N/A,#N/A,7.78,7.78,#N/A,6.32,14.0667,#N/A,13.98,3.04,#N/A,#N/A,#N/A,15.33,#N/A,53.999989,106.2,#N/A
2004-10-06,10.18,#N/A,#N/A,6.335,4.29,#N/A,#N/A,8,8,0.75,6.05,14.18,#N/A,13.99,3.05,#N/A,#N/A,#N/A,15.62,#N/A,56.399989,109.1,#N/A
2004-10-07,9.84,#N/A,#N/A,6.1625,4.25,#N/A,#N/A,7.64,7.64,0.75,5.98,13.8267,#N/A,13.88,2.95,#N/A,#N/A,#N/A,14.67,#N/A,59.999988,108,#N/A
2004-10-08,9.75,#N/A,#N/A,6.1525,4.29,#N/A,#N/A,7.35,7.35,#N/A,5.9,13.6867,#N/A,13.81,2.99,#N/A,#N/A,#N/A,14.49,#N/A,71.999986,104.6,#N/A
2004-10-11,9.84,#N/A,#N/A,6.1575,4.24,#N/A,#N/A,7.32,7.32,#N/A,6.02,13.7067,#N/A,13.59,2.87,#N/A,#N/A,#N/A,14.59,#N/A,59.999988,102.9,#N/A
2004-10-12,9.79,#N/A,#N/A,6.145,4.38,#N/A,#N/A,7.6,7.6,0.75,6.11,13.9867,#N/A,13.61,3.05,#N/A,#N/A,#N/A,14.64,#N/A,55.199989,103.6,#N/A
2004-10-13,10.21,#N/A,#N/A,6.255,4.34,#N/A,#N/A,7.61,7.61,1,6,14.3067,#N/A,13.57,3.05,#N/A,#N/A,#N/A,14.62,#N/A,55.199989,104.2,#N/A
2004-10-14,10.26,#N/A,#N/A,6.1675,4.43,#N/A,#N/A,7.67,7.67,#N/A,6,14.4267,#N/A,14.14,2.97,#N/A,#N/A,#N/A,14.9,#N/A,48.14999,103.9,#N/A
2004-10-15,10.3,#N/A,#N/A,6.1375,4.35,#N/A,#N/A,7.48,7.48,1.01,6.03,14.4067,#N/A,14.38,2.92,#N/A,#N/A,#N/A,15.1,#N/A,48.14999,103.3,#N/A
2004-10-18,9.99,#N/A,#N/A,6.045,4.34,#N/A,#N/A,7.42,7.42,1.01,5.94,14.16,#N/A,14.38,3,#N/A,#N/A,#N/A,14.89,#N/A,47.99999,100.8,#N/A
2004-10-19,9.79,#N/A,#N/A,5.9375,4.29,#N/A,#N/A,7.1,7.1,#N/A,5.91,13.84,#N/A,14.11,2.93,#N/A,#N/A,#N/A,14.67,#N/A,53.999989,98.2,#N/A
2004-10-20,9.76,#N/A,#N/A,5.8,4.2,#N/A,#N/A,6.79,6.79,#N/A,5.88,13.6867,#N/A,14.26,2.84,#N/A,#N/A,#N/A,14.54,#N/A,50.39999,96.8,#N/A
2004-10-21,10.15,#N/A,#N/A,6.15,4.28,#N/A,#N/A,7.27,7.27,#N/A,5.83,13.92,#N/A,14.5,2.89,#N/A,#N/A,#N/A,15.45,#N/A,47.99999,107.9,#N/A
2004-10-22,9.88,#N/A,#N/A,6.2825,4.26,#N/A,#N/A,7.01,7.01,#N/A,6.06,13.5933,#N/A,14.5,2.91,#N/A,#N/A,#N/A,15.75,#N/A,48.14999,109,#N/A
2004-10-25,10.17,#N/A,#N/A,6.405,4.22,#N/A,#N/A,7.44,7.44,#N/A,6.07,13.8,#N/A,14.64,2.98,#N/A,#N/A,#N/A,16.04,#N/A,35.999993,110.9,#N/A
2004-10-26,10.25,#N/A,#N/A,6.6725,4.29,#N/A,#N/A,7.39,7.39,#N/A,6.23,13.86,#N/A,14.9,3.03,#N/A,#N/A,#N/A,16.62,#N/A,47.99999,112.1,#N/A
2004-10-27,11.64,#N/A,#N/A,6.63,4.17,#N/A,#N/A,7.63,7.63,0.9,6.49,14.96,#N/A,15.24,3.05,#N/A,#N/A,#N/A,17.06,#N/A,44.399991,113,#N/A
2004-10-28,11.67,#N/A,#N/A,6.65,4.1,#N/A,#N/A,7.77,7.77,1.05,6.95,15.2333,#N/A,15.79,3,#N/A,#N/A,#N/A,17.43,#N/A,35.999993,113.3,#N/A
2004-10-29,11.62,#N/A,#N/A,6.585,4.15,#N/A,#N/A,8.36,8.36,#N/A,6.63,14.7,#N/A,15.77,3,#N/A,#N/A,#N/A,17.08,#N/A,33.599993,111.2,#N/A
2004-11-01,11.5,#N/A,#N/A,6.64,4.1,#N/A,#N/A,8.66,8.66,#N/A,6.7,14.8733,#N/A,15.46,3,#N/A,#N/A,#N/A,17.26,#N/A,38.399992,112.4,#N/A
2004-11-02,12.26,#N/A,#N/A,7.0175,4.12,#N/A,#N/A,9.55,9.55,#N/A,6.36,15.7933,#N/A,15.96,3.07,#N/A,#N/A,#N/A,17.54,#N/A,35.999993,111.1,#N/A
2004-11-03,12.33,#N/A,#N/A,6.875,4.1,#N/A,#N/A,9.54,9.54,#N/A,6.4,15.3533,#N/A,15.72,3.19,#N/A,#N/A,#N/A,17.49,#N/A,37.199993,107.2,#N/A
2004-11-04,12.67,#N/A,#N/A,7.065,4.04,#N/A,#N/A,9.96,9.96,#N/A,6.39,15.6467,#N/A,16.2,3.44,#N/A,#N/A,#N/A,18.27,#N/A,41.774992,112,#N/A
2004-11-05,12.73,#N/A,#N/A,7.105,4,#N/A,#N/A,9.98,9.98,#N/A,6.38,15.7667,#N/A,16.17,3.5,#N/A,#N/A,#N/A,18.47,#N/A,41.999992,114.5,#N/A
2004-11-08,12.75,#N/A,#N/A,7.0825,3.08,#N/A,#N/A,10.05,10.05,1,6.4,15.6733,#N/A,16.14,3.49,#N/A,#N/A,#N/A,18.19,#N/A,47.99999,114.7,#N/A
2004-11-09,13,#N/A,#N/A,7.22,3.03,#N/A,#N/A,10.23,10.23,1.1,6.51,15.7467,#N/A,16.02,3.39,#N/A,#N/A,#N/A,18.7,#N/A,#N/A,115,#N/A
2004-11-10,12.79,#N/A,#N/A,7.015,2.96,#N/A,#N/A,9.56,9.56,#N/A,6.68,15.1067,#N/A,15.58,3.24,#N/A,#N/A,#N/A,17.58,#N/A,47.99999,112.2,#N/A
2004-11-11,12.9,#N/A,#N/A,7.165,3.07,#N/A,#N/A,10.18,10.18,1,6.75,15.3667,#N/A,15.89,3.3,#N/A,#N/A,#N/A,17.85,#N/A,47.99999,115,#N/A
2004-11-12,12.84,#N/A,#N/A,7.21,3.2,#N/A,#N/A,10.02,10.02,1.02,6.7,15.5333,#N/A,16,3.4,#N/A,#N/A,#N/A,18.12,#N/A,#N/A,115.2,#N/A
2004-11-15,13.07,#N/A,#N/A,7.345,3.09,#N/A,#N/A,10.33,10.33,1.15,6.61,15.9267,#N/A,16.1,3.5,#N/A,#N/A,#N/A,18.37,#N/A,47.99999,117.9,#N/A
2004-11-16,12.77,#N/A,#N/A,7.1425,3.4,#N/A,#N/A,10.09,10.09,1,6.5,15.62,#N/A,15.83,3.55,#N/A,#N/A,#N/A,17.99,#N/A,47.99999,116.5,#N/A
2004-11-17,13.03,#N/A,#N/A,7.2125,3.44,#N/A,#N/A,10.1,10.1,1.05,6.5,15.5267,#N/A,15.6,3.52,#N/A,#N/A,#N/A,18.23,#N/A,101.99998,115,#N/A
2004-11-18,13.13,#N/A,#N/A,7.2675,3.38,#N/A,#N/A,10.24,10.24,#N/A,6.39,15.58,#N/A,15.83,3.45,#N/A,#N/A,#N/A,18.29,#N/A,119.999976,116.8,#N/A
2004-11-19,12.4,#N/A,#N/A,7.075,3.38,#N/A,#N/A,9.6,9.6,1,6.26,14.9867,#N/A,15.34,3.36,#N/A,#N/A,#N/A,17.97,#N/A,131.999974,113.1,#N/A
2004-11-22,12.22,#N/A,#N/A,7.1725,3.35,#N/A,#N/A,9.71,9.71,0.66,6.36,15.24,#N/A,15.35,3.18,#N/A,#N/A,#N/A,18.28,#N/A,155.999969,116.9,#N/A
2004-11-23,12.29,#N/A,#N/A,7.3575,3.26,#N/A,#N/A,10.15,10.15,#N/A,6.3,15.46,#N/A,15.59,3.11,#N/A,#N/A,#N/A,18.49,#N/A,143.999971,118.3,#N/A
2004-11-24,12.19,#N/A,#N/A,7.2225,3.35,#N/A,#N/A,10.229,10.229,#N/A,6.35,15.86,#N/A,15.95,3.15,#N/A,#N/A,#N/A,18.6,#N/A,137.999972,120.5,#N/A
2004-11-26,12.18,#N/A,#N/A,7.3575,3.42,#N/A,#N/A,10.22,10.22,0.65,6.24,15.7667,#N/A,15.7,3.11,#N/A,#N/A,#N/A,18.65,#N/A,131.999974,120,#N/A
2004-11-29,12.05,#N/A,#N/A,7.595,3.4,#N/A,#N/A,11.17,11.17,1,6.11,15.8733,#N/A,15.62,3.05,#N/A,#N/A,#N/A,19.102,#N/A,299.99994,119,#N/A
2004-11-30,11.82,#N/A,#N/A,7.8075,3.3,#N/A,#N/A,11.73,11.73,1.01,6.26,16.0067,#N/A,15.73,3,#N/A,#N/A,#N/A,19.03,#N/A,275.999945,116.6,#N/A
2004-12-01,12.39,#N/A,#N/A,8.04,3.21,#N/A,#N/A,11.97,11.97,#N/A,6.32,16.9933,#N/A,16.32,3.28,#N/A,#N/A,#N/A,19.8,#N/A,197.99996,122.5,#N/A
2004-12-02,12.63,#N/A,#N/A,8.225,3.29,#N/A,#N/A,12.43,12.43,1,6.55,17.2,#N/A,16.3,3.25,#N/A,#N/A,#N/A,19.86,#N/A,251.99995,125.8,#N/A
2004-12-03,12.34,#N/A,#N/A,8.225,3.4,#N/A,#N/A,12.64,12.64,#N/A,6.6,16.5467,#N/A,16.12,3.35,#N/A,#N/A,#N/A,19.81,#N/A,335.999933,124.9,#N/A
2004-12-06,11.94,#N/A,#N/A,8.19,3.26,#N/A,#N/A,12.21,12.21,#N/A,6.4,16.2067,#N/A,15.85,3.16,#N/A,#N/A,#N/A,19.35,#N/A,527.999894,123,#N/A
2004-12-07,11.72,#N/A,#N/A,8.08,3.11,#N/A,#N/A,11.76,11.76,0.75,6.35,16.2,#N/A,15.73,3.1,#N/A,#N/A,#N/A,18.86,#N/A,779.999844,122,#N/A
2004-12-08,11.18,#N/A,#N/A,8.0625,3.09,#N/A,#N/A,12,12,#N/A,6.5,15.94,#N/A,15.64,3.08,#N/A,#N/A,#N/A,19.66,#N/A,707.999858,121,#N/A
2004-12-09,10.99,#N/A,#N/A,8.015,3.09,#N/A,#N/A,11.8,11.8,0.75,6.48,16.3067,#N/A,15.72,3.05,#N/A,#N/A,#N/A,19.93,#N/A,587.999882,119.2,#N/A
2004-12-10,10.7,#N/A,#N/A,7.9825,3.05,#N/A,#N/A,11.65,11.65,1.05,6.4,16.1733,#N/A,15.71,3.08,#N/A,#N/A,#N/A,19.79,#N/A,671.999866,122,#N/A
2004-12-13,10.69,#N/A,#N/A,7.995,3.05,#N/A,#N/A,11.35,11.35,#N/A,6.33,15.9333,#N/A,15.92,3.17,#N/A,#N/A,#N/A,19.91,#N/A,587.999882,122.7,#N/A
2004-12-14,11.01,#N/A,#N/A,8.015,3.09,#N/A,#N/A,11.44,11.44,1.01,6.38,15.9133,#N/A,16.01,3.1,#N/A,#N/A,#N/A,19.82,#N/A,527.999894,125.6,#N/A
2004-12-15,11.1,#N/A,#N/A,8.095,3.11,#N/A,#N/A,11.2,11.2,#N/A,6.38,15.5733,#N/A,15.82,3.1,#N/A,#N/A,#N/A,19.78,#N/A,491.999902,126.8,#N/A
2004-12-16,10.58,#N/A,#N/A,8.025,3.34,#N/A,#N/A,11.13,11.13,#N/A,6.29,15.5133,#N/A,15.78,2.99,#N/A,#N/A,#N/A,19.7,#N/A,467.999906,125.7,#N/A
2004-12-17,10.52,#N/A,#N/A,7.925,3.3,#N/A,#N/A,11.05,11.05,#N/A,6.37,15.4267,#N/A,15.8,3,#N/A,#N/A,#N/A,19.53,#N/A,473.999905,126.1,#N/A
2004-12-20,10.46,#N/A,#N/A,7.975,3.26,#N/A,#N/A,10.77,10.77,0.75,6.35,15.02,#N/A,15.58,2.92,#N/A,#N/A,#N/A,19.33,#N/A,503.999899,124,#N/A
2004-12-21,10.85,#N/A,#N/A,8.0225,3.3,#N/A,#N/A,11.18,11.18,0.75,6.47,15.14,#N/A,15.71,2.9,#N/A,#N/A,#N/A,19.65,#N/A,491.999902,129.4,#N/A
2004-12-22,10.98,#N/A,#N/A,8.075,3.32,#N/A,#N/A,11.65,11.65,0.85,6.45,15.46,#N/A,15.83,3,#N/A,#N/A,#N/A,19.98,#N/A,491.999902,131.9,#N/A
2004-12-23,10.76,#N/A,#N/A,8.02,3.35,#N/A,#N/A,11.52,11.52,1,6.53,15.32,#N/A,15.69,2.95,#N/A,#N/A,#N/A,19.61,#N/A,503.999899,128.3,#N/A
2004-12-27,10.85,#N/A,#N/A,7.9925,3.39,#N/A,#N/A,11.58,11.58,#N/A,6.64,15.44,#N/A,15.65,2.99,#N/A,#N/A,#N/A,19.77,#N/A,503.999899,129.8,#N/A
2004-12-28,10.9,#N/A,#N/A,8.0675,3.53,#N/A,#N/A,11.61,11.61,1,6.7,15.48,#N/A,15.88,3.08,#N/A,#N/A,#N/A,20.22,#N/A,491.999902,128,#N/A
2004-12-29,10.8,#N/A,#N/A,8.21,3.43,#N/A,#N/A,11.62,11.62,#N/A,6.9,15.5133,#N/A,16.12,2.96,#N/A,#N/A,#N/A,20.35,#N/A,479.999904,128.5,#N/A
2004-12-30,10.85,#N/A,#N/A,8.2975,3.49,#N/A,#N/A,11.45,11.45,#N/A,6.9,15.7467,#N/A,16.36,2.95,#N/A,#N/A,#N/A,20.35,#N/A,467.999906,129.2,#N/A
2004-12-31,10.7,#N/A,#N/A,8.3725,3.49,#N/A,#N/A,11.41,11.41,1,6.83,15.48,#N/A,16.28,2.91,#N/A,#N/A,#N/A,20.06,#N/A,437.999912,128.8,#N/A
2005-01-03,10.66,#N/A,#N/A,8.2,3.47,#N/A,#N/A,11.42,11.42,#N/A,7.27,15.3133,#N/A,16.07,3.01,#N/A,#N/A,#N/A,20.3,#N/A,419.999916,127.8,#N/A
2005-01-04,9.92,#N/A,#N/A,7.815,3.49,#N/A,#N/A,10.4,10.4,0.9,6.9,14.4333,#N/A,15.61,2.96,#N/A,#N/A,#N/A,19.47,#N/A,419.999916,120,#N/A
2005-01-05,9.47,#N/A,#N/A,7.6375,3.44,#N/A,#N/A,10.07,10.07,#N/A,6.665,14.1467,#N/A,15.61,2.9,#N/A,#N/A,#N/A,18.01,#N/A,395.999921,116.4,#N/A
2005-01-06,9.59,#N/A,#N/A,7.475,3.46,#N/A,#N/A,9.89,9.89,0.89,6.55,13.94,#N/A,15.49,2.95,#N/A,#N/A,#N/A,17.65,#N/A,341.999932,117.1,#N/A
2005-01-07,9.41,#N/A,#N/A,7.4425,3.36,#N/A,#N/A,9.66,9.66,#N/A,6.46,13.9,#N/A,15.56,2.91,#N/A,#N/A,#N/A,17.52,#N/A,371.999926,114.8,#N/A
2005-01-10,9.47,#N/A,#N/A,7.4375,3.45,#N/A,#N/A,9.59,9.59,#N/A,6.54,13.8667,#N/A,15.66,2.94,#N/A,#N/A,#N/A,17.47,#N/A,323.999935,114.4,#N/A
2005-01-11,9,#N/A,#N/A,7.6025,3.45,#N/A,#N/A,9.29,9.29,#N/A,6.6,14,#N/A,15.42,2.94,#N/A,#N/A,#N/A,17.59,#N/A,329.999934,113.5,#N/A
2005-01-12,8.87,#N/A,#N/A,7.545,3.64,#N/A,#N/A,9.14,9.14,0.75,6.52,14.1933,#N/A,15.27,2.93,#N/A,#N/A,#N/A,17.77,#N/A,263.999947,114,#N/A
2005-01-13,8.27,#N/A,#N/A,7.4625,3.62,#N/A,#N/A,8.67,8.67,#N/A,6.66,13.86,#N/A,14.98,2.93,#N/A,#N/A,#N/A,17.3,#N/A,203.999959,110.7,#N/A
2005-01-14,8.59,#N/A,#N/A,7.685,3.63,#N/A,#N/A,9.01,9.01,0.75,6.7,14.14,#N/A,14.98,2.8,#N/A,#N/A,#N/A,17.54,#N/A,263.999947,112.9,#N/A
2005-01-18,8.54,#N/A,#N/A,7.8375,3.65,#N/A,#N/A,9.74,9.74,#N/A,6.98,14.4067,#N/A,15,2.86,#N/A,#N/A,#N/A,17.75,#N/A,377.999924,114,#N/A
2005-01-19,8.2,#N/A,#N/A,7.57,3.68,#N/A,#N/A,9.01,9.01,#N/A,6.91,13.7267,#N/A,14.39,2.93,#N/A,#N/A,#N/A,17.25,#N/A,371.999926,112.6,#N/A
2005-01-20,7.9,#N/A,#N/A,7.405,3.8,#N/A,#N/A,8.88,8.88,#N/A,6.79,13.5333,#N/A,14.06,2.81,#N/A,#N/A,#N/A,17,#N/A,335.999933,110.3,#N/A
2005-01-21,7.8,#N/A,#N/A,7.215,3.7,#N/A,#N/A,8.5,8.5,0.99,6.75,12.76,#N/A,13.84,2.81,#N/A,#N/A,#N/A,16.6,#N/A,395.999921,108.7,#N/A
2005-01-24,7.5,#N/A,#N/A,6.915,3.65,#N/A,#N/A,8.13,8.13,0.98,6.71,12.32,#N/A,13.79,2.75,#N/A,#N/A,#N/A,16.05,#N/A,419.999916,107,#N/A
2005-01-25,8.05,#N/A,#N/A,7.0475,3.66,#N/A,#N/A,8.38,8.38,#N/A,6.5,12.8733,#N/A,14.25,2.67,#N/A,#N/A,#N/A,16.54,#N/A,437.999912,110.5,#N/A
2005-01-26,7.87,#N/A,#N/A,7.1875,3.6,#N/A,#N/A,8.65,8.65,#N/A,6.4,13.2867,#N/A,14.39,2.4,#N/A,#N/A,#N/A,16.88,#N/A,431.999914,111.9,#N/A
2005-01-27,8.02,#N/A,#N/A,7.1575,3.6,#N/A,#N/A,8.58,8.58,#N/A,6.32,13.2933,#N/A,14.3,2.35,#N/A,#N/A,#N/A,16.86,#N/A,359.999928,111.8,#N/A
2005-01-28,8.17,#N/A,#N/A,7.26,3.61,#N/A,#N/A,8.48,8.48,#N/A,6.39,13.06,#N/A,14.23,2.4,#N/A,#N/A,#N/A,16.67,#N/A,359.999928,112.5,#N/A
2005-01-31,8.54,#N/A,#N/A,7.4475,3.6,#N/A,#N/A,8.48,8.48,0.97,6.64,13.1933,#N/A,14.48,2.79,#N/A,#N/A,#N/A,17.22,#N/A,353.999929,110.3,#N/A
2005-02-01,8.45,#N/A,#N/A,7.38,3.69,#N/A,#N/A,8.62,8.62,0.97,6.65,13.16,#N/A,14.55,2.88,#N/A,#N/A,#N/A,17.11,#N/A,359.999928,111.9,#N/A
2005-02-02,8.62,#N/A,#N/A,7.4725,3.78,#N/A,#N/A,8.9,8.9,#N/A,6.43,13.7,#N/A,14.55,2.9,#N/A,#N/A,#N/A,17.1,#N/A,347.99993,113.8,#N/A
2005-02-03,8.54,#N/A,#N/A,7.52,3.75,#N/A,#N/A,9.21,9.21,#N/A,6.4115,13.46,#N/A,14.6,2.9,#N/A,#N/A,#N/A,17.04,#N/A,323.999935,115.3,#N/A
2005-02-04,8.66,#N/A,#N/A,7.625,3.7,#N/A,#N/A,9.25,9.25,#N/A,6.45,13.5467,#N/A,14.8,2.83,#N/A,#N/A,#N/A,16.92,#N/A,323.999935,117.3,#N/A
2005-02-07,8.86,#N/A,#N/A,7.7875,3.75,#N/A,#N/A,9.25,9.25,#N/A,6.33,13.8467,#N/A,14.84,2.9,#N/A,#N/A,#N/A,16.94,#N/A,323.999935,119.9,#N/A
2005-02-08,8.83,#N/A,#N/A,7.555,3.85,#N/A,#N/A,8.88,8.88,0.92,6.1,13.4667,#N/A,14.76,3,#N/A,#N/A,#N/A,17.09,#N/A,299.99994,119,#N/A
2005-02-09,8.35,#N/A,#N/A,7.28,3.78,#N/A,#N/A,8.38,8.38,0.92,6.2,13.2067,#N/A,14.33,3,#N/A,#N/A,#N/A,16.57,#N/A,293.999941,113.5,#N/A
2005-02-10,8.16,#N/A,#N/A,7.2775,3.89,#N/A,#N/A,8.555,8.555,0.92,6.37,12.9667,#N/A,14.55,2.96,#N/A,#N/A,#N/A,16.75,#N/A,281.999944,114,#N/A
2005-02-11,8.45,#N/A,#N/A,7.35,3.93,#N/A,#N/A,8.68,8.68,#N/A,6.42,13.06,#N/A,14.48,2.99,#N/A,#N/A,#N/A,17.11,#N/A,275.999945,114.4,#N/A
2005-02-14,8.38,#N/A,#N/A,7.365,3.93,#N/A,#N/A,8.37,8.37,0.92,6.31,12.8133,#N/A,14.26,2.9,#N/A,#N/A,#N/A,17.2,#N/A,395.999921,114.9,#N/A
2005-02-15,8.36,#N/A,#N/A,7.3175,3.9,#N/A,#N/A,8.38,8.38,#N/A,6.21,12.78,#N/A,14.3,2.9,#N/A,#N/A,#N/A,17.1,#N/A,383.999923,114,#N/A
2005-02-16,8.12,#N/A,#N/A,7.2525,3.89,#N/A,#N/A,8.26,8.26,#N/A,6.19,12.66,#N/A,14.3,2.8,#N/A,#N/A,#N/A,17.12,#N/A,365.999927,112.9,#N/A
2005-02-17,8.1,#N/A,#N/A,7.19,3.89,#N/A,#N/A,8.4,8.4,0.75,6.2,12.56,#N/A,14.23,2.75,#N/A,#N/A,#N/A,16.76,#N/A,323.999935,113.8,#N/A
2005-02-18,8.15,#N/A,#N/A,7.15,3.99,#N/A,#N/A,8.45,8.45,0.7,6.3,12.28,#N/A,14.09,2.68,#N/A,#N/A,#N/A,16.91,#N/A,311.999938,112.7,#N/A
2005-02-22,7.97,#N/A,#N/A,7.0375,4,#N/A,#N/A,8.35,8.35,0.97,6.26,11.9867,#N/A,13.79,2.61,#N/A,#N/A,#N/A,16.4,#N/A,311.999938,110,#N/A
2005-02-23,8.25,#N/A,#N/A,7.11,3.9,#N/A,#N/A,8.3,8.3,#N/A,6.65,12.0333,#N/A,14.09,2.61,#N/A,#N/A,#N/A,17.27,#N/A,287.999942,109.3,#N/A
2005-02-24,8.26,#N/A,#N/A,7.2425,4.01,#N/A,#N/A,8.56,8.56,0.97,6.38,12.0667,#N/A,14.12,2.45,#N/A,#N/A,#N/A,17.37,#N/A,285.599943,109.9,#N/A
2005-02-25,8.18,#N/A,#N/A,7.385,4.07,#N/A,#N/A,8.77,8.77,#N/A,6.52,12.2467,#N/A,14.23,2.62,#N/A,#N/A,#N/A,17.35,#N/A,287.999942,110,#N/A
2005-02-28,7.98,#N/A,#N/A,7.09,4.1,#N/A,#N/A,8.45,8.45,0.69,6.51,11.9867,#N/A,13.85,2.55,#N/A,#N/A,#N/A,17.07,#N/A,275.999945,112,#N/A
2005-03-01,8.4,#N/A,#N/A,7.5125,4.25,#N/A,#N/A,8.57,8.57,#N/A,6.44,12.56,#N/A,14.2,2.6,#N/A,#N/A,#N/A,17.56,#N/A,251.99995,114.2,#N/A
2005-03-02,8.24,#N/A,#N/A,7.2575,4.27,#N/A,#N/A,8.54,8.54,#N/A,6.55,12.3,#N/A,14.11,2.7,#N/A,#N/A,#N/A,17.07,#N/A,239.999952,111.5,#N/A
2005-03-03,8.48,#N/A,#N/A,7.4875,4.31,#N/A,#N/A,8.49,8.49,#N/A,6.55,12.42,#N/A,14.41,2.6,#N/A,#N/A,#N/A,17.42,#N/A,251.99995,112.5,#N/A
2005-03-04,8.68,#N/A,#N/A,7.6,4.24,#N/A,#N/A,8.63,8.63,0.75,6.64,12.9,#N/A,14.77,2.66,#N/A,#N/A,#N/A,17.81,#N/A,299.99994,114.2,#N/A
2005-03-07,8.58,#N/A,#N/A,7.675,4.11,#N/A,#N/A,8.81,8.81,#N/A,6.53,12.9467,#N/A,14.8,2.76,#N/A,#N/A,#N/A,17.89,#N/A,275.999945,116.7,#N/A
2005-03-08,8.49,#N/A,#N/A,7.42,4.15,#N/A,#N/A,8.85,8.85,#N/A,6.6,12.76,#N/A,14.8,2.71,#N/A,#N/A,#N/A,18.02,#N/A,293.999941,114.5,#N/A
2005-03-09,8.26,#N/A,#N/A,7.38,4.26,#N/A,#N/A,8.85,8.85,0.68,6.56,12.42,#N/A,14.49,2.69,#N/A,#N/A,#N/A,17.84,#N/A,287.999942,112.7,#N/A
2005-03-10,8.17,#N/A,#N/A,7.25,4.3,#N/A,#N/A,8.79,8.79,#N/A,6.48,12,#N/A,14.25,2.64,#N/A,#N/A,#N/A,17.61,#N/A,251.99995,111,#N/A
2005-03-11,8.02,#N/A,#N/A,7.37,4.27,#N/A,#N/A,8.74,8.74,#N/A,6.78,12.12,#N/A,14.19,2.62,#N/A,#N/A,#N/A,17.64,#N/A,281.999944,110.8,#N/A
2005-03-14,8.52,#N/A,#N/A,7.425,4.16,#N/A,#N/A,8.92,8.92,#N/A,6.9,12.3267,#N/A,14.25,2.56,#N/A,#N/A,#N/A,17.63,#N/A,269.999946,111.4,#N/A
2005-03-15,8.27,#N/A,#N/A,7.3675,4.13,#N/A,#N/A,8.48,8.48,0.7,7.03,12,#N/A,14.29,2.54,#N/A,#N/A,#N/A,17.29,#N/A,263.999947,111.8,#N/A
2005-03-16,8.42,#N/A,#N/A,7.1825,4.33,#N/A,#N/A,8.29,8.29,#N/A,6.98,11.62,#N/A,14.19,2.57,#N/A,#N/A,#N/A,17.34,#N/A,245.999951,110.7,#N/A
2005-03-17,8.5,#N/A,#N/A,7.3,4.45,#N/A,#N/A,8.3,8.3,#N/A,6.93,11.52,#N/A,14.32,2.56,#N/A,#N/A,#N/A,17.76,#N/A,239.999952,112.6,#N/A
2005-03-18,8.26,#N/A,#N/A,7.1625,4.6,#N/A,#N/A,8.36,8.36,#N/A,6.93,11.58,#N/A,14.5,2.51,#N/A,#N/A,#N/A,17.76,#N/A,239.999952,109.9,#N/A
2005-03-21,8.82,#N/A,#N/A,7.2075,4.54,#N/A,#N/A,8.21,8.21,#N/A,6.85,11.6,#N/A,14.31,2.38,#N/A,#N/A,#N/A,18.11,#N/A,245.999951,110.3,#N/A
2005-03-22,8.79,#N/A,#N/A,7.22,4.55,#N/A,#N/A,8.61,8.61,#N/A,6.82,11.6733,#N/A,14.12,2.48,#N/A,#N/A,#N/A,18.33,#N/A,257.999948,110.1,#N/A
2005-03-23,9.1,#N/A,#N/A,7.4,4.55,#N/A,#N/A,8.51,8.51,#N/A,6.75,12.2333,#N/A,14.48,2.5,#N/A,#N/A,#N/A,18.59,#N/A,239.999952,110.6,#N/A
2005-03-24,8.9,#N/A,#N/A,7.3075,4.48,#N/A,#N/A,9.55,9.55,0.78,6.7,11.9067,#N/A,14.18,2.45,#N/A,#N/A,#N/A,18.76,#N/A,263.999947,109.8,#N/A
2005-03-28,8.77,#N/A,#N/A,7.25,4.55,#N/A,#N/A,9.55,9.55,#N/A,6.79,12.2733,#N/A,14.2,2.46,#N/A,#N/A,#N/A,18.73,#N/A,239.999952,110.4,#N/A
2005-03-29,8.69,#N/A,#N/A,7.25,4.54,#N/A,#N/A,9.25,9.25,0.8,6.55,12.12,#N/A,14.03,2.45,#N/A,#N/A,#N/A,18.5,#N/A,239.999952,111.1,#N/A
2005-03-30,9.37,#N/A,#N/A,7.485,4.55,#N/A,#N/A,10.61,10.61,0.78,6.66,12.9,#N/A,14.4,2.4,#N/A,#N/A,#N/A,18.88,#N/A,337.199933,114.3,#N/A
2005-03-31,9.05,#N/A,#N/A,7.36,4.73,#N/A,#N/A,10.48,10.48,0.8,6.54,12.6933,#N/A,14.24,2.4,#N/A,#N/A,#N/A,18.59,#N/A,317.999936,114.1,#N/A
2005-04-01,8.79,#N/A,#N/A,7.3475,4.68,#N/A,#N/A,10.05,10.05,0.8,6.41,12.2667,#N/A,14,2.32,#N/A,#N/A,#N/A,18.24,#N/A,311.999938,112.4,#N/A
